title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
MEGAERA	Sub	BV2	0	0	0	23.112	0									TRUE	7	NP	F	0	-	746		TRUE	10	EX	A	1712	13	1112	2.31120000E+001	TRUE	12	F	C	1952	243	1790										TRUE	7	NP	F	0	-	741		TRUE	10	NP	F	0	-	1065		TRUE	12	NP	F	0	-	1810										
WAKE UP NOW	Sub	BV1	0	0	0	24.6355	0									TRUE	5	NP	F	0	-	485		TRUE	7	NP	F	0	-	739		TRUE	9	FC	AA	1699	2	1008	2.46355000E+001									TRUE	5	NP	F	0	-	542		TRUE	7	NP	F	0	-	713		TRUE	10	NP	F	0	-	1127										
As You Want	Sub	BV2	0	0	0	24.273	0									TRUE	4	NP	F	0	-	430		TRUE	8	FC	AA	1243	2	753		TRUE	10	EX	A	1798	12	1246	2.42730000E+001									TRUE	4	NP	F	0	-	437		TRUE	8	NP	F	0	-	750		TRUE	10	NP	F	0	-	1063										
Rowdy	Sub	BV2	0	0	0	26.3925	0									TRUE	5	NP	F	0	-	531		TRUE	8	FC	AAA	1456	1	795		TRUE	10	HC	AA	1955	41	1256	2.63925000E+001									TRUE	5	NP	F	0	-	530		TRUE	8	NP	F	0	-	804		TRUE	11	NP	F	0	-	1311										
Swarm Of Scarabs	Sub	BV1	0	0	0	22.139	0									TRUE	6	NP	F	0	-	532		TRUE	8	FC	AA	1373	1	784		TRUE	11	HC	A	1703	48	1212	2.21390000E+001									TRUE	6	NP	F	0	-	532		TRUE	8	NP	F	0	-	785		TRUE	11	NP	F	0	-	1212										
魔法のかくれんぼ	Sub	BV2	0	0	0	17.577	0									TRUE	5	NP	F	0	-	449		TRUE	9	EX	A	1302	11	854	1.75770000E+001	TRUE	12	F	C	1589	101	1454										TRUE	5	NP	F	0	-	445		TRUE	8	NP	F	0	-	865		TRUE	12	NP	F	0	-	1530										
Don't Stop The Music feat. Kanae Asaba	Sub	BV2	0	0	0	23.664	0									TRUE	3	NP	F	0	-	349		TRUE	6	NP	F	0	-	674		TRUE	9	FC	AA	1632	0	944	2.36640000E+001									TRUE	3	NP	F	0	-	358		TRUE	6	NP	F	0	-	668		TRUE	9	NP	F	0	-	909										
Dawn Saga	Bits	Bits	5000	9000	11500	24.427	0									FALSE	5	NP	F	0	-	486		TRUE	9	FC	AA	1465	0	839		TRUE	11	HC	A	1879	49	1378	2.44270000E+001									FALSE	5	NP	F	0	-	485		TRUE	9	NP	F	0	-	838		TRUE	12	NP	F	0	-	1406										
AMRITA -不滅ノ花-	Sub	BV1	0	0	0	29.0115	0									TRUE	4	NP	F	0	-	455		TRUE	8	FC	AAA	1469	0	815		TRUE	11	EX	A	2149	18	1398	2.90115000E+001									TRUE	4	NP	F	0	-	455		TRUE	8	NP	F	0	-	806		TRUE	11	NP	F	0	-	1327										
Farewell to Marrakech	Sub	BV2	0	0	0	24.0975	0									TRUE	5	NP	F	0	-	466		TRUE	8	FC	AA	1344	2	786		TRUE	11	EX	A	1785	15	1162	2.40975000E+001									TRUE	5	NP	F	0	-	506		TRUE	8	NP	F	0	-	853		TRUE	11	NP	F	0	-	1279										
Danza Aestas	Sub	BV2	0	0	0	30.753	0									TRUE	5	NP	F	0	-	504		TRUE	8	FC	AA	1473	7	888		TRUE	11	EX	A	2278	14	1519	3.07530000E+001									TRUE	5	NP	F	0	-	520		TRUE	8	NP	F	0	-	883		TRUE	11	NP	F	0	-	1558										
Ritual of Anubis	Bits	Bits	6000	9000	11000	28.296	0									FALSE	6	NP	F	0	-	599		TRUE	9	FC	AA	1605	5	945		TRUE	11	EX	A	2096	20	1422	2.82960000E+001									FALSE	6	NP	F	0	-	580		TRUE	9	NP	F	0	-	932		TRUE	11	NP	F	0	-	1427										
POLꞰAMAИIA	Sub	BV2	0	0	0	26.767	0	TRUE	2	NP	F	0	-	219		TRUE	5	NP	F	0	-	503		TRUE	9	FC	AA	1519	7	961		TRUE	11	HC	A	2059	24	1507	2.67670000E+001									TRUE	6	NP	F	0	-	572		TRUE	9	NP	F	0	-	899		TRUE	11	NP	F	0	-	1473										
ASIAN VIRTUAL REALITIES (MELTING TOGETHER IN DAZZLING DARKNESS)	Bits	Bits	5000	9000	12000	22.352	0									FALSE	5	NP	F	0	-	545		TRUE	9	EX	AA	1557	11	964		TRUE	12	NC	B	2032	120	1752	2.23520000E+001									FALSE	5	NP	F	0	-	568		TRUE	9	NP	F	0	-	949		TRUE	12	NP	F	0	-	1687										
犬に雨傘	Sub	BV2	0	0	0	26.3755	0									TRUE	4	NP	F	0	-	471		TRUE	7	NP	F	0	-	740		TRUE	9	FC	AA	1819	0	1069	2.63755000E+001									TRUE	4	NP	F	0	-	478		TRUE	7	NP	F	0	-	745		TRUE	9	NP	F	0	-	1086										
innocent revolver	Bits	Bits	6000	10000	12000	28.971	0									FALSE	6	NP	F	0	-	570		TRUE	10	FC	AA	1998	0	1197	2.89710000E+001	TRUE	12	NC	B	2397	95	1990										FALSE	6	NP	F	0	-	574		TRUE	10	NP	F	0	-	1232		TRUE	12	NP	F	0	-	1964										
Jungle Eater	Sub	BV1	0	0	0	28.002	0									TRUE	5	NP	F	0	-	513		TRUE	9	EX	AA	1561	10	935		TRUE	11	HC	A	2154	43	1517	2.80020000E+001									TRUE	5	NP	F	0	-	529		TRUE	9	NP	F	0	-	930		TRUE	11	NP	F	0	-	1547										
LAST DAY	Sub	BV2	0	0	0	28.89	0									TRUE	6	NP	F	0	-	578		TRUE	9	FC	AA	1512	0	887		TRUE	11	EX	A	2140	21	1551	2.88900000E+001									TRUE	6	NP	F	0	-	631		TRUE	9	NP	F	0	-	878		TRUE	11	NP	F	0	-	1545										
BIGソムタム	Sub	BV1	0	0	0	32.656	0	TRUE	3	NP	F	0	-	284		TRUE	7	NP	F	0	-	639		TRUE	9	EX	AA	1711	2	964		TRUE	12	HC	A	2512	60	1688	3.26560000E+001									TRUE	7	NP	F	0	-	720		TRUE	10	NP	F	0	-	1036		TRUE	12	NP	F	0	-	1714										
GIGA RAID	Sub	BV2	0	0	0	24.9885	0									TRUE	5	NP	F	0	-	493		TRUE	9	FC	AA	1594	0	951		TRUE	11	EX	A	1851	17	1222	2.49885000E+001									TRUE	5	NP	F	0	-	501		TRUE	9	NP	F	0	-	924		TRUE	11	NP	F	0	-	1356										
rommmo	Sub	BV2	0	0	0	25.19	0									TRUE	6	NP	F	0	-	615		TRUE	9	FC	AA	1508	1	946		TRUE	12	NC	B	2290	107	1762	2.51900000E+001									TRUE	6	NP	F	0	-	612		TRUE	9	NP	F	0	-	965		TRUE	11	NP	F	0	-	1297										
Para siempre	Bits	Bits	5000	8000	11000	26.858	0									FALSE	5	NP	F	0	-	487		TRUE	8	FC	AA	1359	6	785		TRUE	11	HC	A	2066	32	1461	2.68580000E+001									FALSE	5	NP	F	0	-	500		TRUE	8	NP	F	0	-	844		TRUE	11	NP	F	0	-	1392										
Brahma	Sub	BV1	0	0	0	27.04	0									TRUE	6	NP	F	0	-	621		TRUE	8	FC	AA	1540	2	907		TRUE	11	HC	A	2080	52	1454	2.70400000E+001									TRUE	6	NP	F	0	-	616		TRUE	8	NP	F	0	-	903		TRUE	11	NP	F	0	-	1469										
Ah Hah Yeah	Bits	Bits	4000	8000	11000	20.124	0									FALSE	4	NP	F	0	-	367		TRUE	8	HC	A	1108	27	729		TRUE	11	HC	A	1548	41	1108	2.01240000E+001									FALSE	4	NP	F	0	-	363		TRUE	8	NP	F	0	-	728		TRUE	11	NP	F	0	-	1098										
apo:llioth	Sub	SV1	0	0	0	29.835	0									TRUE	5	NP	F	0	-	615		TRUE	9	FC	AA	1847	2	1053		TRUE	11	HC	A	2295	31	1498	2.98350000E+001									TRUE	5	NP	F	0	-	616		TRUE	9	NP	F	0	-	1065		TRUE	11	NP	F	0	-	1511										
Explorer feat. ぷにぷに電機	Sub	BV1	0	0	0	25.928	0									TRUE	4	NP	F	0	-	382		TRUE	7	NP	F	0	-	661		TRUE	10	EX	AA	1852	3	1082	2.59280000E+001									TRUE	5	NP	F	0	-	471		TRUE	7	NP	F	0	-	713		TRUE	10	NP	F	0	-	1001										
Overslept	Bits	Bits	6000	9000	11000	23.673	0									FALSE	6	NP	F	0	-	583		TRUE	9	EX	AA	1432	14	904		TRUE	11	HC	A	1821	28	1300	2.36730000E+001									FALSE	6	NP	F	0	-	593		TRUE	9	NP	F	0	-	915		TRUE	11	NP	F	0	-	1309										
Mars beach	Bits	Bits	3000	7000	10000	27.608	0									FALSE	3	NP	F	0	-	311		FALSE	7	NP	F	0	-	701		TRUE	10	FC	AA	1904	2	1129	2.76080000E+001									FALSE	3	NP	F	0	-	308		FALSE	7	NP	F	0	-	691		TRUE	10	NP	F	0	-	1091										
Tell me what you wish feat.らっぷびと	Sub	BV1	0	0	0	32.536	0									TRUE	5	NP	F	0	-	571		TRUE	8	FC	AAA	1502	1	818		TRUE	11	EX	AA	2324	12	1436	3.25360000E+001									TRUE	5	NP	F	0	-	576		TRUE	8	NP	F	0	-	860		TRUE	11	NP	F	0	-	1514										
Ocean Blue feat. Luschel	Sub	BV1	0	0	0	29.9425	0									TRUE	4	NP	F	0	-	432		TRUE	7	NP	F	0	-	736		TRUE	10	FC	AA	2065	1	1244	2.99425000E+001									TRUE	4	NP	F	0	-	434		TRUE	7	NP	F	0	-	754		TRUE	10	NP	F	0	-	1241										
Rosa azuL	Bits	Bits	5000	9000	11000	26.73	0									FALSE	5	NP	F	0	-	456		TRUE	9	FC	AA	1539	2	926		TRUE	11	EX	A	1980	17	1417	2.67300000E+001									FALSE	5	NP	F	0	-	477		TRUE	9	NP	F	0	-	933		TRUE	11	NP	F	0	-	1437										
BLACK or WHITE?	Sub	SV1	0	0	0	28.7	0									TRUE	6	NP	F	0	-	655		TRUE	10	EX	AA	2050	14	1287	2.87000000E+001	TRUE	12	F	C	2131	247	2013										TRUE	7	NP	F	0	-	715		TRUE	10	NP	F	0	-	1252		TRUE	12	NP	F	0	-	1960										
Zenith	Sub	BV1	0	0	0	20.423	0									TRUE	5	NP	F	0	-	428		TRUE	9	EX	AA	1195	8	752		TRUE	11	HC	A	1571	42	1128	2.04230000E+001									TRUE	5	NP	F	0	-	424		TRUE	9	NP	F	0	-	767		TRUE	11	NP	F	0	-	1227										
HIGH VOLTAGE	Sub	BV2	0	0	0	23.8545	0									TRUE	4	NP	F	0	-	421		TRUE	7	NP	F	0	-	730		TRUE	10	EX	A	1767	15	1148	2.38545000E+001									TRUE	4	NP	F	0	-	420		TRUE	7	NP	F	0	-	724		TRUE	10	NP	F	0	-	1191										
Chewingood!!!	Sub	RT3	0	0	0	29.75	0	TRUE	1	NP	F	0	-	153		TRUE	4	NP	F	0	-	435		TRUE	7	FC	AAA	1408	0	761		TRUE	10	EX	AA	2125	16	1317	2.97500000E+001									TRUE	4	NP	F	0	-	446		TRUE	7	NP	F	0	-	780		TRUE	10	NP	F	0	-	1304										
Crazy Jackpot	Sub	BV2	0	0	0	22.872	0									TRUE	5	NP	F	0	-	506		TRUE	9	EX	AA	1375	12	848		TRUE	11	HC	B	1906	41	1447	2.28720000E+001									TRUE	5	NP	F	0	-	531		TRUE	9	NP	F	0	-	858		TRUE	11	NP	F	0	-	1429										
二人ノ廃城幽踊宴	Bits	Bits	7000	10000	12000	26.768	0									FALSE	7	NP	F	0	-	637		TRUE	10	EX	AA	1912	10	1216	2.67680000E+001	TRUE	12	F	D	1693	307	1927										FALSE	7	NP	F	0	-	658		TRUE	10	NP	F	0	-	1231		TRUE	12	NP	F	0	-	1935										
Sugarplum	Sub	BV1	0	0	0	32.451	0									TRUE	5	NP	F	0	-	445		TRUE	8	FC	AAA	1684	0	938		TRUE	10	FC	AA	2238	3	1265	3.24510000E+001									TRUE	5	NP	F	0	-	452		TRUE	8	NP	F	0	-	946		TRUE	10	NP	F	0	-	1297										
That Feeling	Sub	BV2	0	0	0	19.953	0									TRUE	4	NP	F	0	-	364		TRUE	8	FC	AA	1070	0	629		TRUE	10	EX	A	1478	12	973	1.99530000E+001									TRUE	4	NP	F	0	-	365		TRUE	8	NP	F	0	-	634		TRUE	10	NP	F	0	-	965										
Ignis†Iræ	Bits	Bits	6000	10000	12000	25.677	0									FALSE	6	NP	F	0	-	558		TRUE	10	EX	A	1902	16	1243	2.56770000E+001	TRUE	12	NP	F	0	-	1970										FALSE	6	NP	F	0	-	571		TRUE	10	NP	F	0	-	1219		TRUE	12	NP	F	0	-	1968										
OTOKOZAKA	Sub	UM1	0	0	0	26.871	0									TRUE	5	NP	F	0	-	542		TRUE	9	FC	AA	1672	1	970		TRUE	11	HC	A	2067	34	1485	2.68710000E+001									TRUE	5	NP	F	0	-	530		TRUE	9	NP	F	0	-	979		TRUE	12	NP	F	0	-	1653										
Neo Heritage	Bits	Bits	5000	9000	11000	27.9045	0									FALSE	5	NP	F	0	-	481		TRUE	9	FC	AA	1414	2	851		TRUE	11	EX	A	2067	17	1454	2.79045000E+001									FALSE	5	NP	F	0	-	472		TRUE	9	NP	F	0	-	851		TRUE	11	NP	F	0	-	1428										
SOLID STATE SQUAD -RISEN RELIC REMIX-	Sub	BV2	0	0	0	26.6	0									TRUE	6	NP	F	0	-	670		TRUE	10	EX	AA	1900	15	1177	2.66000000E+001	TRUE	12	EC	B	2187	92	1670										TRUE	6	NP	F	0	-	667		TRUE	10	NP	F	0	-	1167		TRUE	12	NP	F	0	-	1688										
smooooch・∀・ (Snail's House Remix)	Sub	BV1	0	0	0	28.098	0									TRUE	5	NP	F	0	-	442		TRUE	8	FC	AA	1421	1	807		TRUE	10	EX	AA	2007	3	1193	2.80980000E+001									TRUE	5	NP	F	0	-	436		TRUE	8	NP	F	0	-	793		TRUE	10	NP	F	0	-	1180										
バッド・スイーツ、バッド・ドリーム	Sub	BV1	0	0	0	22.134	0									TRUE	5	NP	F	0	-	563		TRUE	9	EX	AA	1581	2	943	2.21340000E+001	TRUE	12	NP	F	0	-	1862										TRUE	5	NP	F	0	-	559		TRUE	9	NP	F	0	-	936		TRUE	12	NP	F	0	-	1543										
世界の果てに約束の凱歌を -ReUnion-	Sub	BV1	0	0	0	24.3455	0									TRUE	6	NP	F	0	-	602		TRUE	9	FC	AA	1679	2	973	2.43455000E+001	TRUE	12	NP	F	0	-	1983										TRUE	6	NP	F	0	-	610		TRUE	9	NP	F	0	-	995		TRUE	12	NP	F	0	-	1918										
ここからよろしく大作戦143	Sub	BV2	0	0	0	30.9865	0	TRUE	1	NP	F	0	-	134		TRUE	4	NP	F	0	-	485		TRUE	8	FC	AAA	1598	1	896		TRUE	10	FC	AA	2137	7	1264	3.09865000E+001									TRUE	4	NP	F	0	-	520		TRUE	8	NP	F	0	-	941		TRUE	10	NP	F	0	-	1292										
CONNECT-	Bits	Bits	5000	9000	11000	27.81	0									FALSE	5	NP	F	0	-	520		TRUE	9	FC	AA	1602	0	932		TRUE	11	EX	A	2060	21	1483	2.78100000E+001									FALSE	5	NP	F	0	-	514		TRUE	9	NP	F	0	-	952		TRUE	11	NP	F	0	-	1403										
Scandal	Sub	BV1	0	0	0	28.912	0									TRUE	4	NP	F	0	-	492		TRUE	9	EX	AA	1750	8	1009		TRUE	11	HC	A	2224	41	1476	2.89120000E+001									TRUE	4	NP	F	0	-	510		TRUE	9	NP	F	0	-	970		TRUE	11	NP	F	0	-	1498										
BEMANI PRO LEAGUE Theme	Sub	BPL1	0	0	0	24.4035	0									TRUE	4	NP	F	0	-	393		TRUE	7	NP	F	0	-	712		TRUE	9	FC	AA	1683	0	996	2.44035000E+001									TRUE	5	NP	F	0	-	495		TRUE	7	NP	F	0	-	717		TRUE	9	NP	F	0	-	1024										
Fire Beat	Sub	UM1	0	0	0	21.266	0									TRUE	6	NP	F	0	-	567		TRUE	10	EX	AA	1519	7	935	2.12660000E+001	TRUE	12	NC	B	1668	50	1392										TRUE	6	NP	F	0	-	492		TRUE	10	NP	F	0	-	961		TRUE	12	NP	F	0	-	1488										
Playball	Sub	BV2	0	0	0	18.645	0									TRUE	4	NP	F	0	-	351		TRUE	6	NP	F	0	-	470		TRUE	8	FC	AAA	1243	1	693	1.86450000E+001									TRUE	5	NP	F	0	-	548		TRUE	7	NP	F	0	-	816		TRUE	9	NP	F	0	-	1073										
DENIM	Bits	Bits	4000	9500	10500	16.172	0									FALSE	4	NP	F	0	-	304		TRUE	9	EX	AA	1074	7	670		TRUE	10	HC	A	1244	16	883	1.61720000E+001									FALSE	4	NP	F	0	-	415		TRUE	10	NP	F	0	-	801		TRUE	11	NP	F	0	-	1043										
MOVE! (We Keep It Movin')	Sub	BV1	0	0	0	25.48	0									TRUE	4	NP	F	0	-	387		TRUE	7	NP	F	0	-	694		TRUE	10	EX	AA	1820	7	1111	2.54800000E+001									TRUE	4	NP	F	0	-	371		TRUE	7	NP	F	0	-	666		TRUE	10	NP	F	0	-	1111										
LIKE A VAMPIRE	Sub	BV1	0	0	0	27.9315	0									TRUE	6	NP	F	0	-	536		TRUE	9	FC	AA	1533	1	908		TRUE	11	EX	A	2069	17	1415	2.79315000E+001									TRUE	5	NP	F	0	-	527		TRUE	9	NP	F	0	-	985		TRUE	11	NP	F	0	-	1471										
スーパー戦湯ババンバーン	Bits	Bits	6000	10000	12000	25.781	0									FALSE	6	NP	F	0	-	645		TRUE	10	FC	AA	1778	1	1080	2.57810000E+001	TRUE	12	NC	B	2261	62	1755										FALSE	6	NP	F	0	-	658		TRUE	10	NP	F	0	-	1026		TRUE	12	NP	F	0	-	1702										
Globe Glitter	Sub	BV2	0	0	0	27.486	0									TRUE	5	NP	F	0	-	538		TRUE	8	FC	AA	1423	1	849		TRUE	11	EX	A	2036	11	1369	2.74860000E+001									TRUE	5	NP	F	0	-	547		TRUE	8	NP	F	0	-	860		TRUE	11	NP	F	0	-	1351										
DUAL STRIKER	Sub	BV1	0	0	0	27.846	0									TRUE	6	NP	F	0	-	602		TRUE	10	EX	AA	1989	12	1277	2.78460000E+001	TRUE	12	NC	B	2346	124	1960										TRUE	6	NP	F	0	-	631		TRUE	10	NP	F	0	-	1270		TRUE	12	NP	F	0	-	1951										
LIVE DRIVING!! feat. 花たん	Sub	CH2	0	0	0	30.9575	0									TRUE	7	NP	F	0	-	817		TRUE	10	FC	AA	2135	0	1275	3.09575000E+001	TRUE	12	NC	B	2537	88	1947										TRUE	7	NP	F	0	-	830		TRUE	10	NP	F	0	-	1334		TRUE	12	NP	F	0	-	1988										
SOLID WYVERN	Sub	CH1	0	0	0	26.6085	0									TRUE	6	NP	F	0	-	615		TRUE	9	FC	AA	1693	1	1010		TRUE	11	EX	A	1971	17	1333	2.66085000E+001									TRUE	6	NP	F	0	-	598		TRUE	9	NP	F	0	-	995		TRUE	11	NP	F	0	-	1280										
PLASMA SOUL NIGHT feat. Nana Takahashi / 709sec.	Sub	CH1	0	0	0	31.0485	0	TRUE	2	NP	F	0	-	218		TRUE	6	NP	F	0	-	746		TRUE	10	EX	AA	2112	10	1356		TRUE	12	EC	B	2957	117	2271	3.10485000E+001									TRUE	6	NP	F	0	-	725		TRUE	10	NP	F	0	-	1308		TRUE	12	NP	F	0	-	2235										
HEARTACHE	Sub	RT3	0	0	0	20.636	0									TRUE	3	NP	F	0	-	251		TRUE	7	NP	F	0	-	603		TRUE	10	EX	AA	1474	11	930	2.06360000E+001									TRUE	3	NP	F	0	-	371		TRUE	7	NP	F	0	-	689		TRUE	10	NP	F	0	-	1045										
Onyx	Bits	Bits	5000	8000	11000	24.193	0									FALSE	5	NP	F	0	-	466		TRUE	8	FC	AAA	1385	0	767		TRUE	11	HC	A	1861	31	1214	2.41930000E+001									FALSE	5	NP	F	0	-	471		TRUE	8	NP	F	0	-	794		TRUE	11	NP	F	0	-	1272										
ALTERNATOR	Sub	CH1	0	0	0	28.644	0									TRUE	7	NP	F	0	-	684		TRUE	10	EX	AA	2046	19	1289	2.86440000E+001	TRUE	12	NP	F	0	-	1907										TRUE	7	NP	F	0	-	715		TRUE	10	NP	F	0	-	1296		TRUE	12	NP	F	0	-	1941										
ANEMONE	Sub	CH2	0	0	0	28.83	0	TRUE	1	NP	F	0	-	111		TRUE	4	NP	F	0	-	390		TRUE	7	NP	F	0	-	806		TRUE	10	FC	AAA	1922	2	1069	2.88300000E+001									TRUE	4	NP	F	0	-	403		TRUE	7	NP	F	0	-	839		TRUE	10	NP	F	0	-	1175										
Tail Lights	Sub	CH1	0	0	0	29.367	0									TRUE	5	NP	F	0	-	556		TRUE	9	EX	AA	1615	5	990		TRUE	11	HC	A	2259	47	1589	2.93670000E+001									TRUE	5	NP	F	0	-	594		TRUE	9	NP	F	0	-	977		TRUE	11	NP	F	0	-	1613										
Binary Black Hole	Sub	CH2	0	0	0	24.381	0									TRUE	6	NP	F	0	-	681		TRUE	10	EX	A	1806	14	1174	2.43810000E+001	TRUE	12	F	C	1826	251	2000										TRUE	6	NP	F	0	-	684		TRUE	10	NP	F	0	-	1220		TRUE	12	NP	F	0	-	2000										
Divine Heaven	Sub	HV1	0	0	0	26.676	0									TRUE	5	NP	F	0	-	476		TRUE	9	EX	AA	1673	9	1006		TRUE	11	HC	A	2052	38	1503	2.66760000E+001									TRUE	5	NP	F	0	-	472		TRUE	9	NP	F	0	-	983		TRUE	11	NP	F	0	-	1567										
ハイテックトキオ	Sub	CH1	0	0	0	26.376	0									TRUE	6	NP	F	0	-	560		TRUE	9	EX	AA	1650	6	980		TRUE	11	HC	A	1969	29	1367		TRUE	12	HC	B	2198	37	1657	2.63760000E+001	TRUE	6	NP	F	0	-	536		TRUE	9	NP	F	0	-	969		TRUE	11	NP	F	0	-	1385		TRUE	12	NP	F	0	-	1670		
AMICABLE	Sub	CH2	0	0	0	28.014	0									TRUE	5	NP	F	0	-	519		TRUE	8	FC	AA	1410	1	809		TRUE	10	EX	AA	2001	17	1259	2.80140000E+001									TRUE	5	NP	F	0	-	533		TRUE	8	NP	F	0	-	811		TRUE	10	NP	F	0	-	1242										
ILAYZA	Sub	CH2	0	0	0	25.922	0									TRUE	6	NP	F	0	-	600		TRUE	9	EX	AA	1685	5	1048		TRUE	11	HC	A	1994	23	1433	2.59220000E+001									TRUE	6	NP	F	0	-	576		TRUE	9	NP	F	0	-	1006		TRUE	11	NP	F	0	-	1465										
ウツシミウツシ	Sub	CH1	0	0	0	28.522	0									TRUE	6	NP	F	0	-	640		TRUE	9	FC	AA	1789	1	1049		TRUE	11	HC	A	2194	38	1595	2.85220000E+001									TRUE	6	NP	F	0	-	634		TRUE	9	NP	F	0	-	1129		TRUE	11	NP	F	0	-	1590										
SPARK IN THE NIGHT	Sub	UM1	0	0	0	22.68	0									TRUE	4	NP	F	0	-	440		TRUE	8	FC	AA	1255	3	734		TRUE	10	EX	A	1680	10	1149	2.26800000E+001									TRUE	4	NP	F	0	-	437		TRUE	8	NP	F	0	-	705		TRUE	10	NP	F	0	-	1118										
ピアノ独奏無言歌 "灰燼"	Bits	Bits	6000	10000	12000	23.004	0									FALSE	6	NP	F	0	-	608		TRUE	10	EX	A	1704	9	1256	2.30040000E+001	TRUE	12	F	D	1689	303	1977										FALSE	6	NP	F	0	-	618		TRUE	10	NP	F	0	-	1300		TRUE	12	NP	F	0	-	2174										
DISPARATE	Bits	Bits	5000	8500	11000	21.547	0									FALSE	5	NP	F	0	-	524		TRUE	8	FC	AA	1486	2	927	2.15470000E+001	TRUE	11	HC	B	1640	24	1243										FALSE	5	NP	F	0	-	544		TRUE	9	NP	F	0	-	954		TRUE	11	NP	F	0	-	1318										
Pout	Sub	CH1	0	0	0	25.142	0									TRUE	6	NP	F	0	-	542		TRUE	9	FC	AA	1515	1	892		TRUE	11	HC	A	1934	35	1317	2.51420000E+001									TRUE	6	NP	F	0	-	548		TRUE	9	NP	F	0	-	961		TRUE	11	NP	F	0	-	1323										
DREAM OF SPACE UFO ABDUCTION	Sub	CH2	0	0	0	27.2835	0									TRUE	5	NP	F	0	-	548		TRUE	8	FC	AA	1634	0	922		TRUE	11	EX	A	2021	18	1371	2.72835000E+001									TRUE	5	NP	F	0	-	568		TRUE	8	NP	F	0	-	903		TRUE	11	NP	F	0	-	1393										
Lawes's Parotia	Sub	CH1	0	0	0	26.001	0									TRUE	4	NP	F	0	-	454		TRUE	8	FC	AA	1534	2	884		TRUE	11	EX	A	1926	13	1294	2.60010000E+001									TRUE	4	NP	F	0	-	467		TRUE	8	NP	F	0	-	885		TRUE	11	NP	F	0	-	1304										
PIRATES BLADE	Sub	CH1	0	0	0	26.1725	0									TRUE	5	NP	F	0	-	464		TRUE	8	FC	AA	1349	2	764		TRUE	10	FC	AA	1805	3	1088	2.61725000E+001									TRUE	5	NP	F	0	-	481		TRUE	8	NP	F	0	-	767		TRUE	10	NP	F	0	-	1053										
Legendary Treasures	Sub	CH2	0	0	0	32.102	0									TRUE	5	NP	F	0	-	576		TRUE	8	FC	AA	1555	1	900		TRUE	11	EX	AA	2293	18	1450	3.21020000E+001									TRUE	5	NP	F	0	-	593		TRUE	8	NP	F	0	-	925		TRUE	11	NP	F	0	-	1448										
Prohibited Props	Sub	CH2	0	0	0	27.1585	0									TRUE	5	NP	F	0	-	527		TRUE	8	FC	AA	1368	2	801		TRUE	10	FC	AA	1873	2	1142	2.71585000E+001									TRUE	5	NP	F	0	-	516		TRUE	8	NP	F	0	-	822		TRUE	10	NP	F	0	-	1179										
Purple Perplex	Sub	CH1	0	0	0	22.176	0									TRUE	7	NP	F	0	-	585		TRUE	10	EX	AA	1584	5	976	2.21760000E+001	TRUE	12	NP	F	0	-	1578										TRUE	6	NP	F	0	-	611		TRUE	10	NP	F	0	-	971		TRUE	12	NP	F	0	-	1501										
kors k's How to make OTOGE CORE	Sub	CH2	0	0	0	17.486	0									TRUE	5	NP	F	0	-	418		TRUE	9	EX	AA	1249	8	793	1.74860000E+001	TRUE	11	NC	B	1565	71	1180										TRUE	5	NP	F	0	-	424		TRUE	9	NP	F	0	-	804		TRUE	11	NP	F	0	-	1216										
2 Beasts Unchained	Sub	SV1	0	0	0	23.949	0									TRUE	7	NP	F	0	-	759		TRUE	10	EX	A	1774	9	1145	2.39490000E+001	TRUE	12	F	B	2135	135	1780										TRUE	7	NP	F	0	-	766		TRUE	10	NP	F	0	-	1170		TRUE	12	NP	F	0	-	1736										
愛しくてラヴィンユー ft. マナ	Sub	CH1	0	0	0	28.6665	0									TRUE	4	NP	F	0	-	407		TRUE	7	NP	F	0	-	757		TRUE	10	FC	AA	1977	0	1209	2.86665000E+001									TRUE	4	NP	F	0	-	395		TRUE	7	NP	F	0	-	749		TRUE	10	NP	F	0	-	1287										
